doc_id,edinet_code,sec_code,listed,industry,company_ja,company_en,period_end,filing_date,representative,board_size,male_officers,female_officers,female_ratio_filed,female_ratio_calc,officers_tagged,officers_untagged,avg_age,avg_tenure,avg_salary_yen,female_managers_ratio,gender_pay_gap_all,male_childcare_leave,pay_total_yen,named_pay_count,status,detail
S100Y9UU,E04348,9726,listed,サービス業,KNT-CTホールディングス株式会社,"KNT-CT Holdings Co.,Ltd.",2026-03-31,2026-06-15,代表取締役社長 小山 佳延,15,14.0,1.0,0.067,0.0667,15.0,0.0,43.5,18.0,6548000.0,,,,192000000.0,0,clean,
S100Y9W6,E03550,8346,listed,銀行業,株式会社東邦銀行,"The Toho Bank, Ltd.",2026-03-31,2026-06-15,取締役頭取 佐 藤 稔,10,9.0,1.0,0.1,0.1,10.0,0.0,41.5,17.9,6979000.0,0.102,0.55,,212000000.0,0,clean,
S100YA20,E00945,4528,listed,医薬品,小野薬品工業株式会社,"ONO PHARMACEUTICAL CO., LTD.",2026-03-31,2026-06-15,代表取締役社長 滝 野 十 一,10,8.0,2.0,0.2,0.2,10.0,0.0,43.7,17.4,10935334.0,0.091,0.736,,754000000.0,3,clean,
S100YA4U,E03588,8386,listed,銀行業,株式会社百十四銀行,"The Hyakujushi Bank, Ltd.",2026-03-31,2026-06-15,取締役頭取 森 匡 史,15,13.0,2.0,0.1333,0.1333,15.0,0.0,41.3,17.7,7211000.0,0.181,0.536,,421000000.0,0,clean,
S100YAEV,E05304,2327,listed,情報・通信業,日鉄ソリューションズ株式会社,NS Solutions Corporation,2026-03-31,2026-06-15,代表取締役社長 玉 置 和 彦,11,9.0,2.0,0.182,0.1818,11.0,0.0,39.8,12.6,9357000.0,0.082,0.749,,334000000.0,0,clean,
S100YAHE,E01967,6861,listed,電気機器,株式会社キーエンス,KEYENCE CORPORATION,2026-03-20,2026-06-15,代表取締役社長 中野 鉄也,12,10.0,2.0,0.167,0.1667,12.0,0.0,35.0,11.3,21783259.0,,0.432,,334000000.0,1,clean,
S100YAM0,E03545,8341,listed,銀行業,株式会社七十七銀行,"The 77 Bank,Ltd.",2026-03-31,2026-06-15,代表取締役頭取 小 林 英 文,14,12.0,2.0,0.142,0.1429,14.0,0.0,39.0,16.0,7726000.0,0.213,0.364,,462000000.0,0,clean,
S100YAO1,E01769,6741,listed,電気機器,日本信号株式会社,"Nippon Signal Co., Ltd.",2026-03-31,2026-06-15,代表取締役社長 後藤 隆一,9,7.0,2.0,0.222,0.2222,9.0,0.0,43.0,18.0,8559521.0,0.045,0.735,,442000000.0,0,clean,
S100YAST,E01757,6590,listed,電気機器,芝浦メカトロニクス株式会社,SHIBAURA MECHATRONICS CORPORATION,2026-03-31,2026-06-15,代表取締役社長 今村 圭吾,10,7.0,3.0,0.3,0.3,10.0,0.0,43.8,18.5,9530954.0,0.0468,0.718,,334000000.0,1,clean,
S100YATN,E03546,8343,listed,銀行業,株式会社秋田銀行,"THE AKITA BANK, LTD.",2026-03-31,2026-06-15,取締役頭取 芦田 晃輔,12,9.0,3.0,0.25,0.25,12.0,0.0,41.2,18.3,6787000.0,0.14,0.536,,173000000.0,0,clean,
S100YAWY,E23250,8714,listed,銀行業,株式会社池田泉州ホールディングス,"Senshu Ikeda Holdings, Inc.",2026-03-31,2026-06-15,執行役社長兼CEO 阪 口 広 一,10,14.0,4.0,0.222,0.4,18.0,8.0,42.9,11.8,8411000.0,,,,128000000.0,0,clean,
S100YAZE,E03562,8360,listed,銀行業,株式会社 山梨中央銀行,"The Yamanashi Chuo Bank,Ltd.",2026-03-31,2026-06-15,代表取締役頭取 古 屋 賀 章,14,10.0,4.0,0.28,0.2857,14.0,0.0,38.7,15.0,6739000.0,0.074,0.491,,305000000.0,0,clean,
S100YB0D,E37785,5832,listed,銀行業,株式会社ちゅうぎんフィナンシャルグループ,"Chugin Financial Group, Inc.",2026-03-31,2026-06-15,取締役社長 加藤 貞則,9,7.0,2.0,0.222,0.2222,9.0,0.0,40.7,16.7,9505000.0,,,,160000000.0,0,clean,
S100YB2W,E02517,8098,listed,卸売業,稲畑産業株式会社,"Inabata &amp; Co.,Ltd.",2026-03-31,2026-06-15,代表取締役 社長執行役員 稲畑 勝太郎,12,10.0,2.0,0.167,0.1667,12.0,0.0,40.11,13.0,10058000.0,0.073,0.613,,343000000.0,0,clean,
S100YB46,E00967,4544,listed,サービス業,H.U.グループホールディングス株式会社,"H.U. Group Holdings, Inc.",2026-03-31,2026-06-15,代表執行役社長 兼 グループCEO 石川 剛生,9,15.0,2.0,0.118,0.2222,17.0,8.0,43.2,12.1,8102000.0,0.169,0.667,,738000000.0,1,clean,
S100YB7Y,E03953,8860,listed,不動産業,フジ住宅株式会社,FUJI CORPORATION LIMITED,2026-03-31,2026-06-15,代表取締役社長 宮脇 宣綱,10,9.0,1.0,0.1,0.1,10.0,0.0,41.4,10.5,6092415.0,,0.52,,170661000.0,0,clean,
S100YB9P,E00783,4091,listed,化学,日本酸素ホールディングス株式会社,NIPPON SANSO HOLDINGS CORPORATION,2026-03-31,2026-06-15,代表取締役社長 濱田 敏彦,13,11.0,2.0,0.154,0.1538,13.0,0.0,43.0,16.0,10641000.0,,,,333000000.0,3,clean,
S100YBA0,E04106,9044,listed,陸運業,株式会社NANKAI(旧会社名 南海電気鉄道株式会社),"NANKAI Co.,Ltd.(旧英訳名 Nankai Electric Railway Co.,Ltd.)(注)2025年6月18日開催の第108期定時株主総会の決議により、2026年4月1日から会社名を上記のとおり変更いたしました。",2026-03-31,2026-06-15,代表取締役社長 岡嶋 信行,15,12.0,3.0,0.2,0.2,15.0,0.0,45.2,22.6,6665128.0,0.083,0.795,,446000000.0,0,clean,
S100YBAF,E02203,7278,listed,輸送用機器,株式会社エクセディ,EXEDY Corporation,2026-03-31,2026-06-15,代表取締役社長 吉永 徹也,10,8.0,2.0,0.2,0.2,10.0,0.0,43.8,17.4,6270036.0,0.04,0.78,,270000000.0,0,clean,
S100YBAP,E03632,8524,listed,銀行業,株式会社北洋銀行,"North Pacific Bank,Ltd.",2026-03-31,2026-06-15,取締役頭取 津山 博恒,11,9.0,2.0,0.181,0.1818,11.0,0.0,42.8,19.1,7400000.0,0.256,0.524,,336000000.0,0,clean,
S100YBCU,E00878,4401,listed,化学,株式会社ADEKA,ADEKA CORPORATION,2026-03-31,2026-06-15,代表取締役社長兼社長執行役員 城詰 秀尊,10,8.0,2.0,0.2,0.2,10.0,0.0,40.2,17.1,7952220.0,0.059,0.705,,355000000.0,1,clean,
S100YBDH,E02560,8051,listed,卸売業,株式会社 山 善,YAMAZEN CORPORATION,2026-03-31,2026-06-15,代表取締役社長 岸田 貢司,9,7.0,2.0,0.222,0.2222,9.0,0.0,40.0,13.9,8022209.0,0.033,0.661,,327000000.0,0,clean,
S100YBEF,E04867,9663,listed,サービス業,株式会社ナガワ,"NAGAWA Co., Ltd.",2026-03-31,2026-06-15,代表取締役社長 濱野 新大,11,10.0,1.0,0.091,0.0909,11.0,0.0,38.53,8.0,6055269.0,0.0,0.651,,195560000.0,0,clean,
S100YBFP,E21187,5857,listed,非鉄金属,AREホールディングス株式会社,"ARE Holdings, Inc.",2026-03-31,2026-06-15,代表取締役社長 東浦 知哉,7,5.0,2.0,0.286,0.2857,7.0,0.0,42.0,2.0,7961472.0,0.291,0.852,,194000000.0,1,clean,
S100YBFQ,E00119,1964,listed,建設業,中外炉工業株式会社,"Chugai Ro Co., Ltd.",2026-03-31,2026-06-15,代表取締役社長執行役員 阪 田 守,9,8.0,1.0,0.111,0.1111,9.0,0.0,44.1,12.7,10040943.0,0.011,0.613,,179000000.0,0,clean,
S100YBG6,E05518,3778,listed,情報・通信業,さくらインターネット株式会社,SAKURA internet Inc.,2026-03-31,2026-06-15,代表取締役社長 兼 最高経営責任者 田中 邦裕,10,8.0,2.0,0.2,0.2,10.0,0.0,40.33,7.04,7413000.0,0.1471,0.7884,,207324000.0,0,clean,
S100YBGB,E36346,,unlisted,その他金融業,NTT・TCリース株式会社,"NTT TC Leasing Co.,Ltd.",2026-03-31,2026-06-15,代表取締役社長 近藤 禎一郎,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YBGE,E04093,9010,listed,陸運業,富士急行株式会社,"FUJI KYUKO CO., LTD.",2026-03-31,2026-06-15,代表取締役社長 堀 内 光一郎,17,15.0,2.0,0.118,0.1176,17.0,0.0,38.7,13.7,6812736.0,0.125,0.735,,228395000.0,0,clean,
S100YBHI,E30746,7173,listed,銀行業,株式会社東京きらぼしフィナンシャルグループ,"Tokyo Kiraboshi Financial Group, Inc.",2026-03-31,2026-06-15,代表取締役社長 渡邊 壽信,13,10.0,3.0,0.2308,0.2308,13.0,0.0,44.8,12.6,8848000.0,,,,,0,clean,
S100YBIH,E00138,1967,listed,建設業,株式会社ヤマト,YAMATO CORPORATION,2026-03-20,2026-06-15,代表取締役社長執行役員CEO 町 田 豊,13,12.0,1.0,0.077,0.0769,13.0,0.0,45.05,15.54,6959657.0,0.051,0.763,,133107000.0,0,clean,
S100YBJ3,E02760,9932,listed,卸売業,杉本商事株式会社,"SUGIMOTO &amp; CO., LTD.",2026-03-31,2026-06-15,代表取締役社長執行役員 杉 本 正 行,8,7.0,1.0,0.125,0.125,8.0,0.0,38.9,13.5,6567093.0,0.015,0.705,,257950000.0,0,clean,
S100YBKB,E01413,5930,listed,金属製品,文化シヤッター株式会社,"Bunka Shutter Co., Ltd.",2026-03-31,2026-06-15,代表取締役社長 執行役員社長 小倉 博之,14,10.0,4.0,0.28,0.2857,14.0,0.0,42.7,15.5,7518852.0,0.043,0.585,,470000000.0,2,clean,
S100YBL7,E35928,4933,listed,化学,株式会社I-ne,"I-ne CO., LTD.",2025-12-31,2026-05-15,代表取締役社長 CEO 大西 洋平,7,5.0,2.0,0.286,0.2857,7.0,0.0,36.7,4.7,7122000.0,0.333,0.681,,125000000.0,0,clean,
S100YBM8,E05062,4307,listed,情報・通信業,株式会社野村総合研究所,"Nomura Research Institute, Ltd.",2026-03-31,2026-06-15,代表取締役 社長 柳澤 花芽,14,11.0,3.0,0.214,0.2143,14.0,0.0,39.7,13.7,13326000.0,0.117,0.731,,1227000000.0,4,clean,
S100YBOB,E00957,4539,listed,医薬品,日本ケミファ株式会社,"NIPPON CHEMIPHAR CO., LTD.",2026-03-31,2026-06-15,代表取締役社長 山 口 一 城,10,8.0,2.0,0.2,0.2,10.0,0.0,43.1,14.1,7501079.0,0.146,0.799,,183000000.0,0,clean,
S100YBPW,E31012,2883,listed,食料品,株式会社大冷,"DAIREI CO.,LTD.",2026-03-31,2026-06-15,代表取締役社長執行役員 冨田 史好,7,7.0,,,,,,45.1,16.8,5705000.0,0.1,,,107940000.0,0,clean,
S100Y9TE,E04377,,unlisted,情報・通信業,東北放送株式会社,"TOHOKU BROADCASTING CO.,LTD.",2026-03-31,2026-06-16,代表取締役社長 一力 敦彦,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100Y9ZW,E27303,6073,listed,サービス業,株式会社アサンテ,ASANTE INCORPORATED,2026-03-31,2026-06-16,代表取締役社長 宮内 征,11,10.0,1.0,0.09,0.0909,11.0,0.0,41.8,13.0,5834000.0,,0.491,,189695000.0,0,clean,
S100YA8B,E03071,8130,listed,卸売業,株式会社サンゲツ,Sangetsu Corporation,2026-03-31,2026-06-16,代表取締役 社長執行役員 近 藤 康 正,7,5.0,2.0,0.286,0.2857,7.0,0.0,38.0,15.3,7881000.0,0.201,0.722,,207000000.0,1,clean,
S100YAUN,E03563,8359,listed,銀行業,株式会社八十二長野銀行(旧会社名 株式会社八十二銀行),"Hachijuni Nagano Bank, Ltd.(旧英訳名 The Hachijuni Bank, Ltd. )",2026-03-31,2026-06-16,取締役頭取 松 下 正 樹,14,11.0,3.0,0.214,0.2143,14.0,0.0,42.1,15.5,8082000.0,0.146,0.501,,334000000.0,0,clean,
S100YB17,E00428,2602,listed,食料品,日清オイリオグループ株式会社,"The Nisshin OilliO Group, Ltd.",2026-03-31,2026-06-16,代表取締役社長 久 野 貴 久,13,10.0,3.0,0.23,0.2308,13.0,0.0,41.6,17.3,7706494.0,0.08,0.702,,350000000.0,0,clean,
S100YB3N,E02770,9962,listed,卸売業,株式会社ミスミグループ本社,MISUMI Group Inc.,2026-03-31,2026-06-16,代表取締役社長 清 水 新,14,9.0,5.0,0.357,0.3571,14.0,0.0,41.4,7.5,9138707.0,0.139,0.638,,1051000000.0,3,clean,
S100YBEM,E02567,8088,listed,卸売業,岩谷産業株式会社,IWATANI CORPORATION,2026-03-31,2026-06-16,代表取締役社長兼CEO 間 島 寬,16,15.0,1.0,0.063,0.0625,16.0,0.0,39.8,15.3,10206000.0,0.077,0.55,,1697000000.0,4,clean,
S100YBFF,E02275,7752,listed,電気機器,株式会社リコー,"RICOH COMPANY,LTD.",2026-03-31,2026-06-16,代表取締役 社長執行役員・CEO 大山 晃,13,12.0,1.0,0.077,0.0769,13.0,0.0,45.4,20.0,9061743.0,0.1,0.808,,669000000.0,1,clean,
S100YBGF,E00052,1801,listed,建設業,大成建設株式会社,TAISEI CORPORATION,2026-03-31,2026-06-16,代表取締役社長 相 川 善 郎,16,14.0,2.0,0.13,0.125,16.0,0.0,42.3,17.0,11910134.0,0.021,0.59,,1091000000.0,3,clean,
S100YBHC,E01712,6324,listed,機械,株式会社ハーモニック・ドライブ・システムズ,Harmonic Drive Systems Inc.,2026-03-31,2026-06-16,代表取締役社長 丸 山 顕,14,13.0,1.0,0.071,0.0714,14.0,0.0,42.5,13.2,7192860.0,0.044,0.693,,366618000.0,0,clean,
S100YBHZ,E00906,4120,listed,化学,スガイ化学工業株式会社,"SUGAI CHEMICAL INDUSTRY CO., LTD.",2026-03-31,2026-06-16,代表取締役社長 野間 修,7,6.0,1.0,0.143,0.1429,7.0,0.0,41.0,18.0,6182000.0,0.026,0.803,,95400000.0,0,clean,
S100YBIB,E37725,5830,listed,銀行業,株式会社いよぎんホールディングス,"Iyogin Holdings, Inc.",2026-03-31,2026-06-16,代表取締役社長 三 好 賢 治,7,6.0,1.0,0.14,0.1429,7.0,0.0,41.5,18.5,9873000.0,,,,177000000.0,0,clean,
S100YBIN,E02509,8014,listed,卸売業,蝶理株式会社,"CHORI CO.,LTD.",2026-03-31,2026-06-16,代表取締役社長 迫 田 竜 之,9,7.0,2.0,0.22,0.2222,9.0,0.0,39.7,12.6,10360000.0,0.038,0.643,,235000000.0,0,clean,
S100YBKG,E02002,7931,listed,化学,未来工業株式会社,"MIRAI INDUSTRY CO.,LTD.",2026-03-20,2026-06-16,取締役社長 中島 靖,10,8.0,2.0,0.2,0.2,10.0,0.0,47.0,23.0,6577764.0,0.024,0.854,,221000000.0,0,clean,
S100YBL0,E01696,6294,listed,機械,オカダアイヨン株式会社,OKADA AIYON CORPORATION,2026-03-31,2026-06-16,代表取締役社長 岡田 祐司,10,8.0,2.0,0.2,0.2,10.0,0.0,41.0,12.0,6833000.0,0.037,0.682,,148642000.0,0,clean,
S100YBL8,E00371,2209,listed,食料品,井村屋グループ株式会社,"IMURAYA GROUP CO., LTD.",2026-03-31,2026-06-16,代表取締役社長 大 西 安 樹,16,12.0,4.0,0.25,0.25,16.0,0.0,38.5,13.8,6412709.0,0.25,0.667,,316625000.0,0,clean,
S100YBLG,E00913,4626,listed,化学,太陽ホールディングス株式会社,"TAIYO HOLDINGS CO., LTD.",2026-03-31,2026-06-16,代表取締役社長 齋藤 斉,6,3.0,3.0,0.5,0.5,6.0,0.0,37.5,8.6,9844903.0,0.286,0.755,,436000000.0,1,clean,
S100YBNS,E04497,9412,listed,情報・通信業,スカパーJSAT株式会社 (旧会社名 株式会社スカパーJSATホールディングス),SKY Perfect JSAT Corporation (旧英訳名 SKY Perfect JSAT Holdings Inc.),2026-03-31,2026-06-16,代表取締役執行役員社長 米倉 英一,13,11.0,2.0,0.15,0.1538,13.0,0.0,45.0,4.0,12132577.0,,,,190000000.0,0,clean,
S100YBPK,E00920,4503,listed,医薬品,アステラス製薬株式会社,Astellas Pharma Inc.,2026-03-31,2026-06-16,代表取締役社長 岡村 直樹,12,7.0,5.0,0.417,0.4167,12.0,0.0,42.5,15.4,11315057.0,0.197,0.769,,1863000000.0,3,clean,
S100YBQC,E03407,2767,listed,卸売業,円谷フィールズホールディングス株式会社,TSUBURAYA FIELDS HOLDINGS INC.,2026-03-31,2026-06-16,代表取締役社長グループCEO 山本 英俊,8,7.0,1.0,0.125,0.125,8.0,0.0,43.4,12.7,7764000.0,0.106,,,382000000.0,2,clean,
S100YBSD,E31064,9551,listed,電気・ガス業,メタウォーター株式会社,"METAWATER Co., Ltd.",2026-03-31,2026-06-16,代表取締役社長 山口 賢二,11,9.0,2.0,0.182,0.1818,11.0,0.0,43.3,16.8,9040509.0,0.043,0.777,,355000000.0,1,clean,
S100YBT6,E04235,9101,listed,海運業,日本郵船株式会社,Nippon Yusen Kabushiki Kaisha,2026-03-31,2026-06-16,代表取締役社長・社長執行役員 曽 我 貴 也,12,8.0,4.0,0.333,0.3333,12.0,0.0,37.8,13.9,15545044.0,0.154,0.748,,833000000.0,3,clean,
S100YBT8,E05173,4832,listed,情報・通信業,JFEシステムズ株式会社,"JFE Systems, Inc.",2025-03-31,2025-06-23,代表取締役社長 大 木 哲 夫,9,7.0,2.0,0.22,0.2222,9.0,0.0,44.5,19.3,8380382.0,0.091,0.832,,150383000.0,0,clean,
S100YBTV,E02552,8012,listed,卸売業,長瀬産業株式会社,"NAGASE &amp; CO., LTD.",2026-03-31,2026-06-16,代表取締役社長 上 島 宏 之,13,12.0,1.0,0.077,0.0769,13.0,0.0,41.2,14.7,11901000.0,0.076,0.579,,581000000.0,1,clean,
S100YBU2,E05688,3848,listed,情報・通信業,株式会社データ・アプリケーション,"Data Applications Company, Limited",2026-03-31,2026-06-16,代表取締役社長執行役員 安原 武志,6,6.0,,,,,,42.1,11.1,7081000.0,,,,146816000.0,0,clean,
S100YBU8,E03583,8381,listed,銀行業,株式会社山陰合同銀行,"The San-in Godo Bank,Ltd.",2026-03-31,2026-06-16,取締役頭取 吉 川 浩,13,8.0,5.0,0.384,0.3846,13.0,0.0,40.9,17.1,7521000.0,0.257,0.534,,401000000.0,0,clean,
S100YBUF,E23202,2270,listed,食料品,雪印メグミルク株式会社,"MEGMILK SNOW BRAND Co.,Ltd.",2025-03-31,2025-06-23,代表取締役社長 佐藤 雅俊,11,10.0,1.0,0.09,0.0909,11.0,0.0,41.8,16.1,7658598.0,0.086,0.659,,354000000.0,0,clean,
S100YBV4,E02955,2760,listed,卸売業,東京エレクトロン デバイス株式会社,TOKYO ELECTRON DEVICE LIMITED,2026-03-31,2026-06-16,代表取締役会長・CEO 徳 重 敦 之,11,9.0,2.0,0.182,0.1818,11.0,0.0,46.2,14.2,10749589.0,0.127,0.719,,413000000.0,1,clean,
S100YBV5,E03618,8377,listed,銀行業,株式会社ほくほくフィナンシャルグループ,"Hokuhoku Financial Group, Inc.",2026-03-31,2026-06-16,取締役社長 中澤 宏,11,9.0,2.0,0.182,0.1818,11.0,0.0,46.2,20.9,9901000.0,,,,182000000.0,0,clean,
S100YBWO,E37560,9221,listed,サービス業,フルハシEPO株式会社,FULUHASHI EPO CORPORATION,2026-03-31,2026-06-16,代表取締役社長 山口 直彦,9,7.0,2.0,0.222,0.2222,9.0,0.0,41.0,8.4,5588000.0,0.045,0.659,,284009000.0,1,clean,
S100YBXA,E03693,8572,listed,その他金融業,アコム株式会社,"ACOM CO., LTD.",2026-03-31,2026-06-16,代表取締役社長 木 下 政 孝,10,9.0,1.0,0.1,0.1,10.0,0.0,40.7,14.7,7215000.0,0.1,0.72,,307000000.0,0,clean,
S100YBXE,E02481,7832,listed,その他製品,株式会社バンダイナムコホールディングス,Bandai Namco Holdings Inc.,2026-03-31,2026-06-16,代表取締役社長 浅古 有寿,15,12.0,3.0,0.2,0.2,15.0,0.0,44.6,16.7,9838000.0,,,,1375000000.0,9,clean,
S100YBXW,E04220,9037,listed,陸運業,株式会社ハマキョウレックス,"HAMAKYOREX CO., LTD.",2026-03-31,2026-06-16,代表取締役社長 大須賀 秀徳,12,11.0,1.0,0.083,0.0833,12.0,0.0,44.2,11.0,4928410.0,0.042,0.569,,262000000.0,0,clean,
S100YBZA,E01480,6101,listed,機械,株式会社ツガミ,TSUGAMI CORPORATION,2026-03-31,2026-06-16,代表取締役社長 渡部 昇弘,9,7.0,2.0,0.22,0.2222,9.0,0.0,44.0,19.0,7072000.0,0.09,0.72,,179000000.0,0,clean,
S100YC07,E02686,4956,listed,化学,コニシ株式会社,"KONISHI CO., LTD.",2026-03-31,2026-06-16,代表取締役社長 松 端 博 文,9,7.0,2.0,0.222,0.2222,9.0,0.0,42.11,17.48,7959000.0,0.044,0.615,,324000000.0,1,clean,
S100YC0N,E00488,2876,listed,食料品,株式会社デルソーレ,Delsole Corporation,2026-03-31,2026-06-16,代表取締役社長 武長 栄治,11,11.0,0.0,0.0,0.0,11.0,0.0,44.0,14.0,5449000.0,,0.695,,305527000.0,1,clean,
S100YC0P,E00884,4471,listed,化学,三洋化成工業株式会社,"SANYO CHEMICAL INDUSTRIES, LTD.",2026-03-31,2026-06-16,代表取締役社長 原田 正大,13,11.0,2.0,0.154,0.1538,13.0,0.0,42.9,18.6,8220000.0,0.056,0.7,,373000000.0,0,clean,
S100YC1Q,E30728,2060,listed,食料品,フィード・ワン株式会社,"FEED ONE CO.,LTD.",2026-03-31,2026-06-16,代表取締役社長 庄司 英洋,10,9.0,1.0,0.1,0.1,10.0,0.0,40.1,15.9,7723000.0,0.028,0.622,,176000000.0,0,clean,
S100YC38,E01164,7995,listed,化学,株式会社バルカー,"VALQUA,LTD.",2026-03-31,2026-06-16,代表取締役社長COO 瀧 澤 利 治,9,8.0,1.0,0.111,0.1111,9.0,0.0,47.1,17.7,8585760.0,0.133,0.705,,446000000.0,1,clean,
S100YC4K,E02643,8133,listed,卸売業,伊藤忠エネクス株式会社,"ITOCHU ENEX CO.,LTD.",2026-03-31,2026-06-16,代表取締役社長 田畑 信幸,12,9.0,3.0,0.25,0.25,12.0,0.0,41.3,15.7,10009720.0,0.03,0.611,,439000000.0,0,clean,
S100YC4Y,E02077,6730,listed,電気機器,株式会社アクセル,AXELL CORPORATION,2026-03-31,2026-06-16,代表取締役会長兼社長 松浦 一教,8,8.0,,,,,,48.7,13.3,10480000.0,,0.637,,224000000.0,0,clean,
S100YC54,E04889,9640,listed,情報・通信業,株式会社セゾンテクノロジー,"Saison Technology Co.,Ltd.",2026-03-31,2026-06-16,代表取締役 社長執行役員 葉山 誠,11,8.0,3.0,0.273,0.2727,11.0,0.0,43.0,13.8,7638155.0,0.162,0.834,,181649000.0,0,clean,
S100YC5I,E23202,2270,listed,食料品,雪印メグミルク株式会社,"MEGMILK SNOW BRAND Co.,Ltd.",2026-03-31,2026-06-16,代表取締役社長 佐藤 雅俊,11,10.0,1.0,0.09,0.0909,11.0,0.0,41.6,16.0,7733539.0,0.103,0.677,,388000000.0,0,clean,
S100YC5V,E05215,4299,listed,情報・通信業,株式会社ハイマックス,"HIMACS,Ltd.",2026-03-31,2026-06-16,代表取締役社長 中島 太,12,10.0,2.0,0.167,0.1667,12.0,0.0,37.7,12.8,6055000.0,0.075,0.804,,215000000.0,0,clean,
S100YC6I,E01506,6146,listed,機械,株式会社ディスコ,DISCO CORPORATION,2026-03-31,2026-06-16,代表執行役社長 関家 一馬,9,7.0,4.0,0.3636,0.4444,11.0,2.0,37.2,10.6,18795641.0,0.074,0.57,,1676000000.0,5,clean,
S100YC72,E01138,5332,listed,ガラス・土石製品,TOTO株式会社,TOTO LTD.,2026-03-31,2026-06-16,代表取締役 社長執行役員 田村 信也,13,11.0,2.0,0.15,0.1538,13.0,0.0,45.2,18.9,7812740.0,0.224,0.617,,972000000.0,4,clean,
S100YC75,E39222,5892,listed,小売業,株式会社yutori,"yutori, Inc.",2026-03-31,2026-06-16,代表取締役社長 片石 貴展,7,5.0,2.0,0.29,0.2857,7.0,0.0,27.1,1.0,4469000.0,0.25,0.742,,84927000.0,0,clean,
S100YC7A,E06141,8750,listed,保険業,株式会社第一ライフグループ(旧会社名:第一生命ホールディングス株式会社),"Daiichi Life Group, Inc. (旧英訳名:Dai-ichi Life Holdings, Inc.)(注)2025年6月23日開催の第15期定時株主総会の決議により、2026年4月1日から商号(会社名及び英訳名)を上記のとおり変更いたしました。",2026-03-31,2026-06-16,代表取締役社長グループCEO 菊田 徹也,15,11.0,4.0,0.266,0.2667,15.0,0.0,39.0,10.0,11426000.0,0.177,0.586,,910000000.0,3,clean,
